30 4
0 0 1 0 Allium_textile
1 0 0 0 Allium_wallichii
1 0 0 0 Allium_stellatum
1 0 0 0 Allium_haematochiton
1 0 0 0 Allium_platycaule
1 0 0 0 Allium_siskiyouense
1 0 0 0 Allium_crispum
1 0 0 0 Allium_amplectens
1 0 0 0 Allium_unifolium
1 0 0 0 Allium_praecox
0 0 0 1 Allium_polyrhizum
1 0 0 1 Allium_oleraceum
0 0 0 1 Allium_przewalskianum
0 0 0 1 Allium_cyathophorum
0 0 0 1 Allium_cyaneum
0 0 0 1 Allium_carolinianum
0 0 0 1 Allium_schoenoprasum
1 0 1 1 Allium_fistulosum
0 0 1 0 Allium_tuberosum
0 1 1 0 Allium_vineale
1 1 1 1 Allium_ampeloprasum
1 0 0 1 Allium_scorodoprasum
1 0 0 1 Allium_leucanthum
0 0 0 1 Allium_denudatum
0 0 0 1 Allium_rubens
0 0 0 1 Allium_lusitanicum
0 0 0 1 Allium_saposhnikovii
0 0 0 1 Allium_orientale
0 0 0 1 Allium_stipitatum
0 0 0 1 Allium_sarawschanicum
